0,1.0,0.0,
4,0.9901960784313726,0.016980890270276158,
8,0.9068627450980392,0.0691506665669878,
12,0.5614035087719298,0.04019803241189383,
16,0.4928728070175438,0.033235624048745666,
20,0.5289925180598555,0.002493678847041953,
24,0.53125,0.0,
28,0.53125,0.0,
32,0.5306372549019608,0.001061305641930671,
36,0.5294798474945533,0.0017371120400773755,
40,0.5306372549019608,0.001061305641930671,
44,0.5306372549019608,0.001061305641930671,
48,0.53125,0.0,
52,0.5306372549019608,0.001061305641930671,
56,0.53125,0.0,
60,0.5300245098039216,0.0010613056419045187,
64,0.53125,0.0,
